Description,Price,Rating,Reviews Count,URL,Image link
Cretile Explorer Kit - DIY Robotics Electronic STEM Projects - 8 to 16 Years Kids: Unlimited Project. Rechargeable Battery Included,"₹5,079",4.4 out of 5 stars,18,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07502432D5F7XSX8L0I7&url=%2FCretile-Explorer-Kit-Accessories-Electronic%2Fdp%2FB01N6ELB5B%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-1-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_atf,https://m.media-amazon.com/images/I/81lvWYxKo5S._AC_UL320_.jpg
"Cretile Pioneer Kit - A DIY kit for Robotics, Coding & Electronic STEM Projects | 8+ Years Kids | Unlimited Project with or without Coding | Rechargeable Battery Included","₹12,879",4.5 out of 5 stars,5,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0609970AUBJXGVNXOY0&url=%2FCretile-Logic-Kit-Programming-Accessories%2Fdp%2FB06Y1TFPCX%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-2-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_atf,https://m.media-amazon.com/images/I/81YAIO1V5fS._AC_UL320_.jpg
"Cretile Voyager Kit - A DIY Kit & Online Course for Robotics, Electronics STEM Projects | 8+ Years Kids | Unlimited Projects Without Coding | Rechargeable Battery Included","₹7,699",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01306932R92HS687JK1K&url=%2FCretile-Voyager-Kit-Electronic-Unlimited%2Fdp%2FB06VS8W7JM%2Fref%3Dsr_1_3_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-3-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_atf,https://m.media-amazon.com/images/I/81iHDwrO-gS._AC_UL320_.jpg
Sparklebox DIY Edge avoiding Robotics Kit Using IR | Ideal for Age 10 Years and Above | Robotic Kit For Kids | Stem Educational Science Project Learning Kit. Modular Electronic Circuits |Compatible with Arduino,"₹1,020",3.0 out of 5 stars,71,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0354099UTT3RTG7U25I&url=%2FSparklebox-avoiding-Educational-Electronic-Compatible%2Fdp%2FB08WKBBKWW%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-4-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_atf,https://m.media-amazon.com/images/I/71FmP8X-DSL._AC_UL320_.jpg
WitBlox Mega Robotics Kit for 101 Projects || Plug & Fit Modular Electronic Circuits || Compatible with Arduino,"₹2,499",4.1 out of 5 stars,632,https://www.amazon.in/WitBlox-Mega-DIY-Robotics-Projects/dp/B075XP5SRR/ref=sr_1_5?dchild=1&keywords=robotics&qid=1631577278&sr=8-5,https://m.media-amazon.com/images/I/61ylDPzZwGS._AC_UL320_.jpg
"Spitin 13-in-1 Solar Power Robots Creation Toy, Educational Experiment DIY Robotics Kit, Science Toy Solar Powered Building Robotic Set Age 8-16 for Boys Girls Kids Teens to Build (Solar Robot)",₹898,4.0 out of 5 stars,8,https://www.amazon.in/Spitin-Creation-Educational-Experiment-Robotics/dp/B09BFXGCK8/ref=sr_1_6?dchild=1&keywords=robotics&qid=1631577278&sr=8-6,https://m.media-amazon.com/images/I/81v6mfdPBcS._AC_UL320_.jpg
"Sparklebox (6 IN 1) Mega Robotics kit 2 |Age 10 years and above.|Science Toys For Kids|Robotics DIY Kit.||Modular Electronic Circuits |Compatible with Arduino|(Line Following Robot ,Joy Stick control car,Edge Avoiding Robot using Ultrasonic Sensor,Gesture Control Robot, Maze Solving Robot,Voice control Car)","₹1,699",3.2 out of 5 stars,45,https://www.amazon.in/Sparklebox-Electronic-Compatible-Following-Ultrasonic/dp/B08ZJ3CK9T/ref=sr_1_7?dchild=1&keywords=robotics&qid=1631577278&sr=8-7,https://m.media-amazon.com/images/I/71gNN7qOPmL._AC_UL320_.jpg
"Quad Store STEM based DIY learning activity educational electronics kit for science, robotics, school, college, hobby, projects","₹2,779",4.4 out of 5 stars,150,https://www.amazon.in/Quad-Store-TM-educational-electronics/dp/B083BZZM5J/ref=sr_1_8?dchild=1&keywords=robotics&qid=1631577278&sr=8-8,https://m.media-amazon.com/images/I/81NU+J6OzdL._AC_UL320_.jpg
"Avishkaar Metal Robotics Super Starter Kit, Multicolor, 8+ Years, 35+ Parts, 100+ Robots, Learn Robotics, Mechanical Design & Logical Thinking","₹2,849",4.1 out of 5 stars,72,https://www.amazon.in/Avishkaar-Robotics-Starter-Models-Mechanical/dp/B08KHKJ8VQ/ref=sr_1_9?dchild=1&keywords=robotics&qid=1631577278&sr=8-9,https://m.media-amazon.com/images/I/71y3sT61nZL._AC_UL320_.jpg
Robotics,₹195,4.0 out of 5 stars,by ,https://www.amazon.in/Robotics-Appuu-K-K-Kuttan/dp/8189866389/ref=sr_1_10?dchild=1&keywords=robotics&qid=1631577278&sr=8-10,https://m.media-amazon.com/images/I/41uXBJygx6L._AC_UL320_.jpg
"Avishkaar Metal Robotics Advanced Kit, Multicolor, 10+ Years, 50+ Parts, 150+ Models, Learn Intermediate Robotics, Mechanical Design & Basic Coding…","₹6,825",3.9 out of 5 stars,22,https://www.amazon.in/AvishkaarBox-Robotronics-Lite-kids-Grey/dp/B06XYRML53/ref=sr_1_11?dchild=1&keywords=robotics&qid=1631577278&sr=8-11,https://m.media-amazon.com/images/I/71qK7oiH96L._AC_UL320_.jpg
"Avishkaar Metal Robotics Pro Kit, Multicolor, 12+ Years, 70+ Parts, 200+ Models, Learn Expert Robotics, Mechanical Design & Expert Coding","₹9,350",4.2 out of 5 stars,47,https://www.amazon.in/AvishkaarBox-Robotronics-Full-Kit-Grey/dp/B06XZ7Q8K4/ref=sr_1_12?dchild=1&keywords=robotics&qid=1631577278&sr=8-12,https://m.media-amazon.com/images/I/81iXS8TJO7L._AC_UL320_.jpg
Sparklebox DIY Robotics Kit | Grade 4 | 21 Experiments | for Kids of Age 9 Years and Above| Stem Educational Science Project Learning Kit.,₹850,3.6 out of 5 stars,87,https://www.amazon.in/Sparklebox-Robotics-Grade-Experiments-Above/dp/B08V88NW21/ref=sr_1_13?dchild=1&keywords=robotics&qid=1631577278&sr=8-13,https://m.media-amazon.com/images/I/71VfxSXyB2L._AC_UL320_.jpg
Cretile Explorer Kit - DIY Robotics Electronic STEM Projects - 8 to 16 Years Kids: Unlimited Project. Rechargeable Battery Included,"₹5,079",4.4 out of 5 stars,18,https://www.amazon.in/Cretile-Explorer-Kit-Accessories-Electronic/dp/B01N6ELB5B/ref=sr_1_14?dchild=1&keywords=robotics&qid=1631577278&sr=8-14,https://m.media-amazon.com/images/I/81lvWYxKo5S._AC_UL320_.jpg
"Ayasa Electronics Robotic Arm With Gripper Diy Kit, All Nuts & Bolts Included, Servos Not Included.",₹780,3.4 out of 5 stars,55,https://www.amazon.in/Ayasa-Electronics-Robotic-Included-Included/dp/B077YMCBWW/ref=sr_1_15?dchild=1&keywords=robotics&qid=1631577278&sr=8-15,https://m.media-amazon.com/images/I/51vIGofjOnL._AC_UL320_.jpg
"Robotics: What Beginners Need to Know about Robotic Process Automation, Mobile Robots, Artificial Intelligence, Machine Learning, Autonomous Vehicles, Speech Recognition, Drones, and Our Future","₹1,989",3.8 out of 5 stars,by ,https://www.amazon.in/Robotics-Automation-Artificial-Intelligence-Recognition/dp/164748121X/ref=sr_1_16?dchild=1&keywords=robotics&qid=1631577278&sr=8-16,https://m.media-amazon.com/images/I/71XLv0H3StL._AC_UL320_.jpg
RVold 13-in-1 Educational Solar Robotic Kit for Kids,₹999,3.4 out of 5 stars,5,https://www.amazon.in/RVold-Educational-Solar-Robotic-Kids/dp/B08KGDSHGK/ref=sr_1_17?dchild=1&keywords=robotics&qid=1631577278&sr=8-17,https://m.media-amazon.com/images/I/71HGr43hxmL._AC_UL320_.jpg
"be cre8v 3 in 1 stem based robotics combo diy kit for kids over 6+ years, educational kit, science lab diy, electronics projects, stem box-Black",₹999,4.3 out of 5 stars,118,https://www.amazon.in/Be-Cre8v-Robotics-Educational-Electronics/dp/B07ZKBPPT4/ref=sr_1_18?dchild=1&keywords=robotics&qid=1631577278&sr=8-18,https://m.media-amazon.com/images/I/71mIMaV0wRL._AC_UL320_.jpg
"Sparklebox ( 6 In 1) Robotics Kit DIY 1 | Ideal for Age 10 years and above.| Science Innovation Robot Toys For Kids |Modular Electronic Circuits |Compatible with Arduino| (Light Following , Human Following , Edge Avoiding , Fire detection , Bluetooth Controlled Car & Obstacle Avoider Robot)","₹1,699",3.0 out of 5 stars,71,https://www.amazon.in/Sparklebox-Innovation-Electronic-Compatible-Controlled/dp/B08ZJ34454/ref=sr_1_19?dchild=1&keywords=robotics&qid=1631577278&sr=8-19,https://m.media-amazon.com/images/I/412uPzGuAEL._AC_UL320_.jpg
SR ROBOTICS Single Axis Solar Tracking System Handmade Working Project,"₹1,199",4.2 out of 5 stars,40,https://www.amazon.in/SR-ROBOTICS-Tracking-Handmade-Working/dp/B07MPKK9DB/ref=sr_1_20?dchild=1&keywords=robotics&qid=1631577278&sr=8-20,https://m.media-amazon.com/images/I/61a3vHfMWpL._AC_UL320_.jpg
"ThinkerPlace STEM DIY Obstacle Avoiding Programmable Bluetooth Robot for kids to Learn Coding, Robotics and Electronics | Age: 8+ years | STEM learning Toys | Learning & Education Toys | 3D Printed Case","₹5,400",5.0 out of 5 stars,1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A041679535OUICN80EZX1&url=%2FThinkerPlace-Obstacle-Programmable-Bluetooth-Electronics%2Fdp%2FB096M43GFY%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-21-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_mtf,https://m.media-amazon.com/images/I/61k70l2ofHL._AC_UL320_.jpg
"Bn Enterprise 13-in-1 Solar Power Robots Creation Toy, Educational Experiment Robotics Kit, Science Toy Solar Powered Building Robotic Set Age 8-12 for Boys Girls Kids Teens to Build (Robot)",₹939,4.2 out of 5 stars,11,https://www.amazon.in/Bn-Enterprise-Creation-Educational-Experiment/dp/B097BG6T5Q/ref=sr_1_22?dchild=1&keywords=robotics&qid=1631577278&sr=8-22,https://m.media-amazon.com/images/I/81e0qv8JKmS._AC_UL320_.jpg
Kit4Curious 4 DOF servo Controlled Robotic arm with Gripper Complete kit with 4 servo Assembled,"₹1,367",3.9 out of 5 stars,34,https://www.amazon.in/DOF-servo-Controlled-Robotic-Gripper/dp/B07R6SWCM7/ref=sr_1_23?dchild=1&keywords=robotics&qid=1631577278&sr=8-23,https://m.media-amazon.com/images/I/71HeHNLF+XL._AC_UL320_.jpg
Robotics,₹500,4.1 out of 5 stars,by ,https://www.amazon.in/Robotics-K-S-Fu/dp/0070265100/ref=sr_1_24?dchild=1&keywords=robotics&qid=1631577278&sr=8-24,https://m.media-amazon.com/images/I/61czKbdOYjL._AC_UL320_.jpg
Fundamentals of Robotics: Analysis and C,₹559.94,4.4 out of 5 stars,by ,https://www.amazon.in/Fundamentals-Robotics-Analysis-C-Schilling/dp/9332555230/ref=sr_1_25?dchild=1&keywords=robotics&qid=1631577278&sr=8-25,https://m.media-amazon.com/images/I/81LoavtP+bL._AC_UL320_.jpg
Wishmaster Motorized Constructions & Building Robotic STEM Engineering Toy Kit for Creative Kids | Best Gift for Your Kid | Build 5 Different Models | 8+ Year & Above,₹698,3.6 out of 5 stars,6,https://www.amazon.in/Wishmaster-Motorized-Constructions-STEM-Engineering/dp/B08VN3JTJV/ref=sr_1_26?dchild=1&keywords=robotics&qid=1631577278&sr=8-26,https://m.media-amazon.com/images/I/71VrusVe2CL._AC_UL320_.jpg
"Cretile Voyager Kit - A DIY Kit & Online Course for Robotics, Electronics STEM Projects | 8+ Years Kids | Unlimited Projects Without Coding | Rechargeable Battery Included","₹7,699",,,https://www.amazon.in/Cretile-Voyager-Kit-Electronic-Unlimited/dp/B06VS8W7JM/ref=sr_1_27?dchild=1&keywords=robotics&qid=1631577278&sr=8-27,https://m.media-amazon.com/images/I/81iHDwrO-gS._AC_UL320_.jpg
"Funvention- for Little Scientist in Every Kid Engineered Wood i-Robot Battery Operated DIY self Balanced Walking Robotic Model Motor Powered stem Learning kit, Multicolour, 8+ Years","₹1,404",3.2 out of 5 stars,14,https://www.amazon.in/Funvention-Little-Scientist-Every-Kid/dp/B0828384D2/ref=sr_1_28?dchild=1&keywords=robotics&qid=1631577278&sr=8-28,https://m.media-amazon.com/images/I/91S7-c9S5sL._AC_UL320_.jpg
"Roinco UNO Robotics Kit Compatible with Arduino Ide, Stem Education, Coding for Kids","₹2,899",4.3 out of 5 stars,4,https://www.amazon.in/Roinco-Robotics-Compatible-Arduino-Education/dp/B0951JQ4V6/ref=sr_1_30?dchild=1&keywords=robotics&qid=1631577278&sr=8-30,https://m.media-amazon.com/images/I/71YDqucTFYL._AC_UL320_.jpg
"solar robot kit Toys for 10 year old boys, Solar Power Robots Creation Toy, Educational Experiment DIY Robotics Kit, Science Toy Solar Powered Building Robotic Set Age 8-12 for Boys Girls Kids Teens to Build (Robot)",₹899,3.5 out of 5 stars,17,https://www.amazon.in/Solar-Creation-Educational-Experiment-Robotics/dp/B095J56CJK/ref=sr_1_31?dchild=1&keywords=robotics&qid=1631577278&sr=8-31,https://m.media-amazon.com/images/I/81e0qv8JKmS._AC_UL320_.jpg
Magicwand 13-in-1 Educational Solar Robotic Kit for Kids,"₹1,199",3.1 out of 5 stars,12,https://www.amazon.in/Magicwand-Educational-Solar-Robotic-Kids/dp/B094D4B4GL/ref=sr_1_32?dchild=1&keywords=robotics&qid=1631577278&sr=8-32,https://m.media-amazon.com/images/I/71HGr43hxmL._AC_UL320_.jpg
Sparklebox DIY Robotic Kit | Grade 9 | 21 Experiments | for Kids of Age 13 Years and Above| Stem Educational Science Project Learning Kit.,"₹1,275",3.6 out of 5 stars,87,https://www.amazon.in/Sparklebox-Robotic-Grade-Experiments-Years/dp/B08TC34RBJ/ref=sr_1_33?dchild=1&keywords=robotics&qid=1631577278&sr=8-33,https://m.media-amazon.com/images/I/61QMoGDegUL._AC_UL320_.jpg
"Heer Enterprise STEM 13-in-1 Solar Power Robots Creation Toy, Educational Experiment DIY Robotics Kit, Science Toy Solar Powered Building Robotic Set Age 10-14 for Boys Girls Kids Teens to Build",₹999,3.6 out of 5 stars,15,https://www.amazon.in/Heer-Enterprise-Creation-Educational-Experiment/dp/B097RSMKRN/ref=sr_1_34?dchild=1&keywords=robotics&qid=1631577278&sr=8-34,https://m.media-amazon.com/images/I/81sopmAHnNL._AC_UL320_.jpg
"Bn Enterprise 13-in-1 Solar Power Robots Creation Toy, Educational Experiment DIY Robotics Kit, Science Toy Solar Powered Building Robotic Set Age 10-14 for Boys Girls Kids Teens to Build",₹945,,,https://www.amazon.in/Bn-Enterprise-Creation-Educational-Experiment/dp/B0999KCX94/ref=sr_1_35?dchild=1&keywords=robotics&qid=1631577278&sr=8-35,https://m.media-amazon.com/images/I/61Q9RweDP1L._AC_UL320_.jpg
BGVT Educational 13 in 1 Solar Robot Kit Toys for Kids Education Learning Purpose Robotic Kit (Multi Color),"₹1,047",4.0 out of 5 stars,5,https://www.amazon.in/BGVT-Educational-Education-Learning-Purpose/dp/B096S8MW4D/ref=sr_1_36?dchild=1&keywords=robotics&qid=1631577278&sr=8-36,https://m.media-amazon.com/images/I/61T7BzOORHL._AC_UL320_.jpg
Comdaq Robotic Claw for Kids Age 3 Years & Above,₹379,,,https://www.amazon.in/Comdaq-Robotic-Claw-Years-Above/dp/B098FJ8JQD/ref=sr_1_37?dchild=1&keywords=robotics&qid=1631577278&sr=8-37,https://m.media-amazon.com/images/I/31RVuqx4GuS._AC_UL320_.jpg
Sparklebox DIY Voice Control Car Robotics Kit | Ideal for Age 10 Years and Above | Robotic Kit For Kids | Stem Educational Science Project Learning Kit.Robotic Car Educational Science Project Learning Kit. Modular Electronic Circuits |Compatible with Arduino,"₹1,020",3.2 out of 5 stars,45,https://www.amazon.in/Sparklebox-Educational-Kit-Robotic-Electronic-Compatible/dp/B08WLBM723/ref=sr_1_38?dchild=1&keywords=robotics&qid=1631577278&sr=8-38,https://m.media-amazon.com/images/I/71X91xA-AJL._AC_UL320_.jpg
SARVATRAY Kid Toy Set 6 in 1 Solar Robot Kit Toys for Kids Educational and Learning Robotic Model Building Science School Projects Kids Boys Girls (Multi),₹699,,Save 5%,https://www.amazon.in/SARVATRAY-Educational-Learning-Building-Projects/dp/B09DL6LKDF/ref=sr_1_40?dchild=1&keywords=robotics&qid=1631577278&sr=8-40,https://m.media-amazon.com/images/I/51zPqc2bVyL._AC_UL320_.jpg
"Robocraze 37 in 1 Sensor Kit compatible with Arduino | Ultimate Sensor Module kit for UNO R3, MEGA, NANO boards | Sensor kit for DIY projects | Robotics Science Project","₹1,600",4.1 out of 5 stars,39,https://www.amazon.in/Robocraze-Ultimate-Modules-Arduino-Robotics/dp/B07H6RM6B6/ref=sr_1_41?dchild=1&keywords=robotics&qid=1631577278&sr=8-41,https://m.media-amazon.com/images/I/71rwFl8vLEL._AC_UL320_.jpg
Toys Bhoomi RC Walking T-Rex Dinosaur Robot with Realistic Mouth Opening & Eyes Lighting Up Function for Boys & Girls Science STEM Robotic Dino Toy,"₹1,599",,,https://www.amazon.in/Toys-Bhoomi-Dinosaur-Realistic-Lighting/dp/B09DGQQLMV/ref=sr_1_42?dchild=1&keywords=robotics&qid=1631577278&sr=8-42,https://m.media-amazon.com/images/I/71fGHa919CL._AC_UL320_.jpg
Kit4Curious Super Kit 100 items in a kit – Science & fun innovation Kit with instruction manual for 100 projects,₹699,4.2 out of 5 stars,"5,093",https://www.amazon.in/Super-Science-innovation-Instruction-Manual/dp/B071WRVX72/ref=sr_1_43?dchild=1&keywords=robotics&qid=1631577278&sr=8-43,https://m.media-amazon.com/images/I/710nlt3YcXL._AC_UL320_.jpg
Robotics : Mechanics And Control,₹280,3.0 out of 5 stars,by ,https://www.amazon.in/Robotics-Mechanics-Guruprasad-K-R/dp/9388028619/ref=sr_1_44?dchild=1&keywords=robotics&qid=1631577278&sr=8-44,https://m.media-amazon.com/images/I/61p48enm+BL._AC_UL320_.jpg
Rytronics | Wheels for BO Motors - 65mm | Robotic Wheel Yellow Rubber grip (Pack of 4),₹255,,,https://www.amazon.in/Rytronics-Wheels-BO-Motors-Robotic/dp/B09FXBBG2W/ref=sr_1_46?dchild=1&keywords=robotics&qid=1631577278&sr=8-46,https://m.media-amazon.com/images/I/61xXHmC+QyL._AC_UL320_.jpg
"Smartivity Robotic Mechanical Hand STEM Educational DIY Fun Toys, Educational & Construction based Activity Game for Kids 8 to 14, Gifts for Boys & Girls, Learn Science Engineering Project, Made in India",₹806,4.5 out of 5 stars,583,https://www.amazon.in/Smartivity-Mechanical-Learning-Educational-Activity/dp/B07XTKJXPT/ref=sr_1_47?dchild=1&keywords=robotics&qid=1631577278&sr=8-47,https://m.media-amazon.com/images/I/81li0ZJd3HS._AC_UL320_.jpg
"Bluebell Toys for 8-10 Year Old Boys and Girls, 13-in-1 Education Solar Robot Toys Solar Powered by The Sun|DIY Kit Building Science Experiment Kit for Kids, Best Gifts for 8-12 Year Old Boys and Girls (Multi)",₹899,3.3 out of 5 stars,87,https://www.amazon.in/Bluebell-Education-Powered-Building-Experiment/dp/B091FWHKKH/ref=sr_1_48?dchild=1&keywords=robotics&qid=1631577278&sr=8-48,https://m.media-amazon.com/images/I/713CgPQspML._AC_UL320_.jpg
Robotics: From Beginner to Expert for Everything You Want to Know About Robotics,₹0,,by ,https://www.amazon.in/Robotics-Beginner-Expert-Everything-About-ebook/dp/B08PW1X7PK/ref=sr_1_49?dchild=1&keywords=robotics&qid=1631577278&sr=8-49,https://m.media-amazon.com/images/I/61sTj+QCo2L._AC_UL320_.jpg
MECHANIX DIY Stem and Steam Education Metal Construction Set (Motors & Gears) for Boys & Girls (Robotix - 0),₹392,4.1 out of 5 stars,376,https://www.amazon.in/Zephyr-Robotix-Building-Kit/dp/B07438LX5B/ref=sr_1_50?dchild=1&keywords=robotics&qid=1631577278&sr=8-50,https://m.media-amazon.com/images/I/71aeD0IPy1L._AC_UL320_.jpg
Sparklebox DIY Obstacle Avoiding Robotics Kit |Sense Obstacle In Front and avoid them by turning itself. | Gifts for Kids of Age 10 12 Years and Above | Modular Electronic Circuits | Arduino Science Projects.,"₹1,020",3.0 out of 5 stars,71,https://www.amazon.in/Sparklebox-Obstacle-Avoiding-Robotics-Education/dp/B08WJ7MG4M/ref=sr_1_51?dchild=1&keywords=robotics&qid=1631577278&sr=8-51,https://m.media-amazon.com/images/I/711QBvEOZvL._AC_UL320_.jpg
Wishmaster Motorized Constructions & Building Robotic STEM Engineering Toy Kit for Creative Kids | Best Gift for Your Kid | Build 8 Different Models |8+ Year & Above (WM-R2),"₹1,498",3.6 out of 5 stars,6,https://www.amazon.in/Wishmaster-Motorized-Constructions-STEM-Engineering/dp/B08VNGW67X/ref=sr_1_52?dchild=1&keywords=robotics&qid=1631577278&sr=8-52,https://m.media-amazon.com/images/I/71hGgK1KUIL._AC_UL320_.jpg
REES52 SMD Uno Based Super Starter Kit Compatible with Arduino smd Full Learning Kit For Robotics Project Kit,"₹1,499",3.7 out of 5 stars,19,https://www.amazon.in/REES52-Starter-Compatible-Learning-Robotics/dp/B093W5QMFD/ref=sr_1_53?dchild=1&keywords=robotics&qid=1631577278&sr=8-53,https://m.media-amazon.com/images/I/71TU+WZ8hqS._AC_UL320_.jpg
Sparklebox Maze Solver Robot Find a Path Without Any Assistance II Best Gift For Kids Age 10 11 12 Years And Above II Robotic Science Project Kit II Sensor Kit Compatible with Arduino,"₹1,020",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0824076JM4IVOV9UR60&url=%2FSparklebox-Without-Assistance-Robotic-Compatible%2Fdp%2FB09F9986FF%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-54-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_btf,https://m.media-amazon.com/images/I/61owuxqtqSL._AC_UL320_.jpg
"Sparklebox (6 IN 1) Mega Robotics kit 2 |Age 10 years and above.|Science Toys For Kids|Robotics DIY Kit.||Modular Electronic Circuits |Compatible with Arduino|(Line Following Robot ,Joy Stick control car,Edge Avoiding Robot using Ultrasonic Sensor,Gesture Control Robot, Maze Solving Robot,Voice control Car)","₹1,699",3.2 out of 5 stars,45,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A013279357Q35D6V2NJS&url=%2FSparklebox-Electronic-Compatible-Following-Ultrasonic%2Fdp%2FB08ZJ3CK9T%2Fref%3Dsr_1_55_sspa%3Fdchild%3D1%26keywords%3Drobotics%26qid%3D1631577278%26sr%3D8-55-spons%26psc%3D1&qualifier=1631577278&id=393923363551190&widgetName=sp_btf,https://m.media-amazon.com/images/I/71gNN7qOPmL._AC_UL320_.jpg
